"file_ref"	"name"	"addr1"	"addr2"	"addr3"	"addr4"	"addr5"	"c_o"	
"RBC 33/86"	"Able Engineering Co., Ltd."	"Room 703,"	"West Coast International Building,"	"290-296 Un Chau Street,"	"Sham Shui Po, Kowloon."	""	""	
"RBC 33/87"	"China Fujian Corporation For International Techno-economic Cooperation"	"21st Floor,"	"Island Centre,"	"1 Great George Street,"	"Causeway Bay, Hong Kong."	""	""	
"RBC 33/91"	"Golden Town Engineering Ltd."	"Room 1711, 17th Floor,"	"Peninsula Tower,"	"538 Castle Peak Road,"	"Cheung Sha Wan, Kowloon."	""	""	
"RBC 33/92"	"Lee & Co. Engineering"	"15th Floor,"	"Good Harvest Commercial Building,"	"515-517 Nathan Road,"	"Yau Ma Tei, Kowloon."	""	""	
"RBC 33/93"	"Diamond Top Civil Contractors Ltd."	"Room 1505,"	"Chung Kiu Commercial Building,"	"51 Shantung Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 33/94"	"Sun Wing Kee Foundation Engineering Ltd."	"Office B, 17th Floor,"	"Justen Centre,"	"46-52 Wai Ching Street,"	"Kowloon."	""	""	
"RBC 33/95"	"Future Construction & Eng. Co."	"Room A, 21st Floor,"	"Block 23,"	"City One,"	"Sha Tin, New Territories."	""	""	
"RBC 33/97"	"Far East (Wagner) Engineering Ltd."	"Units 1412-1413, 14th Floor,"	"Peninsula Square,"	"18 Sung On Street,"	"Hung Hom, Kowloon."	""	""	
"RBC 34/75"	"Bo Shing Real Estate Ltd."	"28th Floor,"	"Emperor Group Centre,"	"288 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 34/77"	"Lung Shing Construction Co."	"5th Floor,"	"142a Caine Road,"	"Hong Kong."	""	""	""	
"RBC 34/79"	"Cheng Shing Kee"	"8th Floor, Block A,"	"Happy Valley,"	"21 King Kwong Street,"	"Hong Kong."	""	""	
"RBC 34/80"	"Kumagai Gumi Co., Ltd. Hong Kong Branch"	"22/f.,"	"625 King's Road,"	"North Point, Hong Kong."	""	""	""	
"RBC 34/82"	"Tak Shing Construction Co."	"Room 212, 2nd Floor,"	"Wellborne Commercial Centre,"	"8 Java Road,"	"Hong Kong."	""	""	
"RBC 34/83"	"Hing Yip Construction Co., Ltd."	"No. 123,"	"Tsui Lam Shopping Centre,"	"Tsui Lam Estate,"	"Junk Bay, New Territories."	""	""	
"RBC 34/85"	"Uni- Young Co., Ltd."	"Flat D, 11th Floor,"	"Kimley Commercial Building,"	"142-146 Queen's Road Central,"	"Hong Kong."	""	""	
"RBC 34/86"	"Hing Ah Construction Co."	"2nd Floor,"	"3 Luen Fat Street,"	"Luen Wo Market,"	"Fanling, New Territories."	""	""	
"RBC 34/87"	"Kai Kwong Construction Co."	"1st Floor, Flat A,"	"Man Fat House,"	"39-41 Nam Kok Road,"	"Kowloon City, Kowloon."	""	""	
"RBC 34/88"	"Hung Key Construction & Engineering Co."	"Flat C, Mezzanine Floor,"	"Kam Yuen Mansion,"	"223-229 Un Chau Street,"	"Sham Shui Po, Kowloon."	""	""	
"RBC 34/89"	"Tysan Foundation Ltd."	"6/f.,"	"Sun Hung Kai Centre,"	"30 Harbour Road,"	"Wanchai, Hong Kong."	""	""	
"RBC 34/90"	"Tristyle Co., Ltd."	"15th Floor,"	"Woon Lee Commercial Building,"	"7-9 Austin Avenue,"	"Tsim Sha Tsui, Kowloon."	""	""	
"RBC 34/92"	"Dantes Construction Co."	"Room 11, 5th Floor,"	"Trend Centre,"	"29-31 Cheung Lee Street,"	"Chai Wan, Hong Kong."	""	""	
"RBC 34/93"	"Lucky Rise Construction Ltd."	"Flat B, 23rd Floor,"	"Block 2,"	"Uptown Plaza,"	"Tai Po, New Territories."	""	""	
"RBC 34/94"	"Tonlik Construction & Engineering Co."	"Flat B, 23rd Floor, Block 3,"	"Kornhill Garden,"	"1114-1116 King's Road,"	"Hong Kong."	""	""	
"RBC 34/95"	"Shun King Construction Eng. Co."	"Unit 12, 11th Floor,"	"Thriving Industrial Centre,"	"26-38 Sha Tsui Road,"	"Tsuen Wan, New Territories."	""	""	
"RBC 34/96"	"Score Century Engineering Ltd."	"Room 505,"	"Rise Commercial Building,"	"5-11 Granville Circuit,"	"Tsim Sha Tsui, Kowloon."	""	""	
"RBC 34/97"	"Far East (Wagner) Foundation Ltd."	"Units 1412-1413, 14th Floor,"	"Peninsula Square,"	"18 Sung On Street,"	"Hung Hom, Kowloon."	""	""	
"RBC 35/76"	"Len Shing Construction Co., Ltd."	"18th & 19th Floors,"	"Wings Building,"	"110-116 Queen's Road Central,"	"Hong Kong."	""	""	
"RBC 35/78"	"Kiu Fook Construction Co., Ltd."	"Room 1306-1307,"	"Harbour Centre,"	"25 Harbour Road,"	"Hong Kong."	""	""	
"RBC 35/81"	"Oxford Construction Co., Ltd."	"Room 2101,"	"Jubilee Commercial Building,"	"42-46 Gloucester Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 35/84"	"Lermond Investment Ltd."	"Flat A, 8th Floor,"	"Kam Bit Building,"	"16 Victory Avenue,"	"Kowloon."	""	""	
"RBC 35/85"	"Fu Shing Construction Co."	"Flat 5, 11th Floor,"	"Hopeful Centre,"	"10-16 Wo Shing Street,"	"Sha Tin, New Territories."	""	""	
"RBC 35/86"	"Marksky Construction Ltd."	"Tower B, 6th Floor, Unit 20,"	"Cambridge Plaza,"	"188 San Wan Road,"	"Sheung Shui, New Territories."	""	""	
"RBC 35/87"	"Yuen Lam Construction Co."	"Flat A, 2nd Floor,"	"Yan Ying Building,"	"215-225 Jaffe Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 35/88"	"Wealford Construction And Engineering Ltd."	"Room 104,"	"Corn Yan Centre,"	"3 Jupiter Street,"	"North Point, Hong Kong."	""	""	
"RBC 35/89"	"Johnny Ho & Partners Ltd."	"Room E, 19th Floor, Block 1,"	"Kingley Industrial Building,"	"35 Yip Kan Street,"	"Wong Chuk Hang, Hong Kong."	""	""	
"RBC 35/90"	"K & R Wong Construction Co., Ltd."	"20th Floor,"	"Sunbeam Commercial Building,"	"469-471 Nathan Road,"	"Kowloon."	""	""	
"RBC 35/91"	"Kong Sun Engineering & Construction Co., Ltd."	"Room A, 21st Floor,"	"Nathan Commercial Building,"	"430-436 Nathan Road,"	"Kowloon."	""	""	
"RBC 35/92"	"Nan Loong Construction Co."	"Room 3003, 30th Floor,"	"Asia Trade Centre,"	"79 Lei Muk Road,"	"Kwai Chung, New Territories."	""	""	
"RBC 35/93"	"Comin Wealth Ltd."	"Unit 3, 12th Floor, Block B,"	"Mp Industrial Centre,"	"18 Ka Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"RBC 35/95"	"Tak Cheong (Man Kee) Construction Co., Ltd."	"402, Wellington Plaza,"	"56-58 Wellington Street,"	"Central,"	"Hong Kong."	""	""	
"RBC 35/96"	"Fung Shing Construction Co., Ltd."	"Room 1403, 14/f.,"	"Prosper Commercial Building,"	"9 Yin Chong Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 35/97"	"Wintec Engineering Ltd."	"Room 304,"	"Winning House,"	"10-16 Cochrane Street,"	"Central, Hong Kong."	""	""	
"RBC 36/76"	"Fels Construction Techniques Ltd."	"Room 3201, 32nd Floor, Tower 1,"	"Admiralty Centre,"	"18 Harcourt Road,"	"Admiralty, Hong Kong."	""	""	
"RBC 36/80"	"Kam Kuen Construction Co."	"Room 1005, 10th Floor,"	"Railway Plaza,"	"39 Chatham Road South,"	"Tsim Sha Tsui, Kowloon."	""	""	
"RBC 36/81"	"Wai Bo Construction & Engineering (H.k.) Co., Ltd."	"Flat D, 3rd Floor,"	"Honland Building,"	"108-118 Prince Edward Road,"	"Kowloon."	""	""	
"RBC 36/86"	"Inter Deck Ltd."	"3rd Floor,"	"290 Lockhart Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"RBC 36/87"	"Concrete Repairs (Hk) Ltd."	"Hsin Chong Centre,"	"107-109 Wai Yip Street,"	"Kwun Tong,"	"Kowloon."	""	""	
"RBC 36/89"	"Sharp Built Ltd."	"Rooms 1201-4,"	"Cheong Kee Building,"	"84-86 Des Voeux Road Central,"	"Hong Kong."	""	""	
"RBC 36/91"	"Mega Projects Construction Ltd."	"Flat 2, 18th Floor.,"	"Wealty Plaza,"	"138 Shau Kei Wan Road,"	"Hong Kong"	""	""	
"RBC 36/92"	"Lee Wo Construction Engineering Co."	"Ground Floor, No. 6,"	"Lucky Court,"	"Mui Wo Ferry Pier Road, Mui Wo,"	"Lantau Island, Hong Kong."	""	""	
"RBC 36/93"	"Best Construction Co., Ltd."	"Room 1407, 14th Floor,"	"Nanyang Plaza,"	"57 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"RBC 36/94"	"Chun Shing Engineering Co., Ltd."	"Unit 18, 4th Floor,"	"Proficient Industrial Centre,"	"6 Wang Kwun Road,"	"Kowloon Bay, Kowloon."	""	""	
"RBC 36/95"	"Great Land Construction Co., Ltd."	"Yip's Hang Cheung Building,"	"13 Yip Cheong Street,"	"On Lok Tsuen,"	"Fanling, New Territories."	""	""	
"RBC 36/96"	"Wah Cheong Building Construction Co."	"2/f"	"Fook Yan Building"	"32 Hoi An Street,"	"Shankeiwan , Hong Kong."	""	""	
"RBC 36/97"	"Wang On Builders Ltd."	"12th Floor, Tower 1,"	"South Seas Centre,"	"75 Mody Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"RBC 37/76"	"Yee Sang Tai Construction Co., Ltd."	"Room 601,"	"Yu Yuet Lai Building,"	"43-55 Wyndham Street,"	"Central, Hong Kong."	""	""	
"RBC 37/77"	"Hoi Sing Construction Co., Ltd."	"Room 509,"	"Bank Of America Tower,"	"12 Harcourt Road,"	"Central, Hong Kong."	""	""	
"RBC 37/80"	"Technic Engineering Co."	"Room 707,"	"Shun Fat Industrial Building,"	"17 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"RBC 37/83"	"Owen Construction Co."	"Room 1-g, 3rd Floor,"	"10 Broadcast Drive,"	"Kowloon."	""	""	""	
"RBC 37/85"	"Maincon H.k. Ltd."	"Room 1901,"	"Hutchison House,"	"10 Harcourt Road,"	"Central, Hong Kong."	""	""	
"RBC 37/86"	"Chan Piu Construction Co."	"Room 1036,"	"Hong Kwai House,"	"Cheung Hong Estate,"	"Tsing Yi Island, New Territories."	""	""	
"RBC 37/88"	"Sam Yik Engineering And Trading Co., Ltd."	"Block B, 1st Floor,"	"Fu Wing Court,"	"10-12 Cross Street,"	"Wan Chai, Hong Kong."	""	""	
"RBC 37/89"	"Yuen Sau Kee Contractor"	"Ground Floor,"	"21 Sun Hing Praya Road,"	"Cheung Chau,"	"Hong Kong."	""	""	
"RBC 37/90"	"Win House Industries Ltd."	"14th Floor,"	"Cityplaza 3,"	"14 Taikoo Wan Road,"	"Taikoo Shing, Hong Kong."	""	""	
"RBC 37/91"	"Shui Wing Engineering Co., Ltd."	"12th Floor,"	"Sheen Data Centre,"	"576 Nathan Road,"	"Mong Kok, Kowloon."	""	""	
"RBC 37/93"	"Heung Fat Building Construction Co."	"Block A, 4th Floor,"	"Shun Lee Commercial Building,"	"338-340 Castle Peak Road,"	"Kowloon."	""	""	
"RBC 37/94"	"Good Wise Engineering Ltd."	"2nd Floor,"	"178 Yau Ma Hom Road,"	"Tsuen Wan,"	"New Territories."	""	""	
"RBC 37/95"	"Fujita Corporation"	"Unit 701,"	"Ocean Centre,"	"5 Canton Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"RBC 37/96"	"Main Team International Limited"	"Ground Floor,"	"6a Wun Sha Street,"	"Causeway Bay,"	"Hong Kong."	""	""	
"RBC 37/97"	"Ng Chiu Construction Co., Ltd."	"Room 1301, 13th Floor,"	"Pakpolee Commercial Centre,"	"1a-1k Sai Yeung Choi Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 38/75"	"Kin Shing Construction Co."	"20th Floor,"	"Bangkok Bank Building,"	"440-492 Nathan Road,"	"Kowloon."	""	""	
"RBC 38/76"	"Technic Construction Co., Ltd."	"2nd Floor,"	"3-5 Wood Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"RBC 38/79"	"Yuen Hing Construction Engineering Co."	"3rd Floor, Flat A,"	"469 Reclamation Street,"	"Mong Kok,"	"Kowloon."	""	""	
"RBC 38/80"	"Kui Shing Construction Co., Ltd."	"Flat/rm B, Block 3"	"25/f., Golden Dragon Industrial Centre,"	"172-180 Tai Lin Pai Road,"	"Kwai Chung, New Territories"	""	""	
"RBC 38/82"	"Dorikka Ltd."	"Flat B, 9th Floor, Block 5,"	"Park Side Villa,"	"23 Town Park Road South,"	"Yuen Long, New Territories."	""	""	
"RBC 38/84"	"Pokin Engineering Co."	"Room 903,"	"Vanta Industrial Centre,"	"21 Tai Lin Pai Road,"	"Kwai Chung, New Territories."	""	""	
"RBC 38/86"	"Leighton Foundation Engineering Ltd."	"39th Floor,"	"Sun Hung Kai Centre,"	"30 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 38/87"	"Hing Kee Co."	"Unit C, 16th Floor,"	"Silvercorp International Tower,"	"707-713, Nathan Road,"	"Kowloon."	""	""	
"RBC 38/88"	"Hoi Kee Building Decoration"	"Room 1820,"	"Tip Chui House,"	"Butterfly Estate,"	"Tuen Mun, New Territories."	""	""	
"RBC 38/89"	"Khanman Construction Co., Ltd."	"Room 2500,"	"Dominion Centre,"	"43-59 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"RBC 38/91"	"Tomson Construction Engineering Co."	"Flat A, 22nd Floor, Blcok 6,"	"Julimount Garden,"	"1-5 Hin Tai Street,"	"Sha Tin, New Territories."	""	""	
"RBC 38/92"	"Yufair Engineering Ltd."	"Room 1801, Block A,"	"238 King's Road,"	"North Point,"	"Hong Kong."	""	""	
"RBC 38/93"	"K.t. Engineering Co."	"10th Floor,"	"Belgian Bank Building,"	"727 Nathan Road,"	"Kowloon."	""	""	
"RBC 38/94"	"Kin Wah Engineering Co."	"Unit 12, 19th Floor, Block B,"	"Tak Lee Industrial Centre,"	"8 Tsing Yeung Circuit,"	"Tuen Mun, New Territories."	""	""	
"RBC 38/95"	"Kei Fook Construction Engineering Co."	"Ground Floor, Block B,"	"Hop Yick Lau,"	"Fuk Man Road,"	"Sai Kung, New Territories."	""	""	
"RBC 38/96"	"Sunnic Foundation Ltd."	"Room 1215,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"RBC 38/97"	"Welcon Construction Development Ltd."	"Blcok A, 9th Floor,"	"Lucky Horse Industrial Building,"	"64 Tong Mi Road,"	"Mong Kok, Kowloon."	""	""	
"RBC 39/78"	"Icos Orient Ltd."	"Room 1401,"	"Hutchison House,"	"10 Harcourt Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 39/79"	"Shing Shing Engineering Co."	"Room 3c, Block 24,"	"Baguio Villa,"	"Victoria Road,"	"Hong Kong."	""	""	
"RBC 39/81"	"Chun Wo Building Construction Ltd."	"C2, 5th Floor,"	"Hong Kong Spinners Industrial Building,"	"601-603 Tai Nan West Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"RBC 39/83"	"San Ho Construction Co."	"4th Floor,"	"Tack Building,"	"50 Gilman Street,"	"Central, Hong Kong."	""	""	
"RBC 39/87"	"Wah Sing Construction Co."	"Flat A, 14th Floor,"	"Wgrlex Building,"	"61-63 Portland Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 39/88"	"Rodney Engineering Co., Ltd."	"B8-9, 4th Floor,"	"Sheung Shui Plaza,"	"95 Po Wan Road,"	"Sheung Shui, New Territories."	""	""	
"RBC 39/89"	"Unistress Building Construction Ltd."	"9th Floor,"	"Lee Kar Building,"	"4-4a Carnarvon Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"RBC 39/90"	"Tapbo Civil Engineering Co."	"Unit 2, 12/f.,"	"Yee Kuk Industrial Centre,"	"555 Yee Kuk Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"RBC 39/91"	"Grande-citi & Co."	"216a, 2nd Floor,"	"Bowring Commercial Centre,"	"150-156 Woo Sung Street,"	"Kowloon."	""	""	
"RBC 39/92"	"Chi Keung Construction Co."	"Unit B, 13th Floor,"	"Dao Shing Building,"	"51 Heung Wo Street,"	"Tsuen Wan, New Territories."	""	""	
"RBC 39/93"	"Man Kit Construction Co."	"15th Floor,"	"Wah Hen Commercial Centre,"	"381-383 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 39/94"	"Kin Wing Engineering Co., Ltd."	"Blocks A & B, 9th Floor, Phase Vi,"	"H.k. Spinners Industrial Building,"	"481-483 Castle Peak Road,"	"Kowloon."	""	""	
"RBC 39/95"	"Gold State Construction & Engineering Ltd."	"26th Floor,"	"King Kong Commercial Centre,"	"9 Des Voeux Road West,"	"Hong Kong."	""	""	
"RBC 39/96"	"Well Reliance Construction Co., Ltd."	"15th Floor,"	"Wing Cheong Building,"	"20 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 4/77"	"The Hong Kong Shipyard Ltd."	"Ngau Kok Wan,"	"North Tsing Yi,"	"New Territories."	""	""	""	
"RBC 4/83"	"Go On & Co."	"Room 3c,"	"Harvard Commercial House,"	"111 Thomson Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 4/84"	"Shui On Building Contractors Ltd."	"34th Floor,"	"Shui On Centre,"	"6-8 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 4/86"	"China Harbour Engineering Company (Group)"	"19th Floor,"	"China Harbour Building,"	"370-374 King's Road,"	"North Point, Hong Kong."	""	""	
"RBC 4/87"	"B.t.d. Construction & Engineering Co."	"Flat 16c, Block 3,"	"Provident Centre,"	"Wharf Road,"	"North Point, Hong Kong."	""	""	
"RBC 4/88"	"Bo On Engineering Co."	"1st Floor, Block C,"	"56-58 Nga Tsin Wai Road,"	"Kowloon City,"	"Kowloon."	""	""	
"RBC 4/90"	"Opulent Co., Ltd."	"Rooms 1809, 18th Floor, Block B,"	"Regent Centre,"	"63 Wo Yi Hop Road,"	"Kwai Chung, New Territories."	""	""	
"RBC 4/91"	"Leung Cham Construction Co., Ltd."	"No. T13351, Section 77,"	"Ping Cheuk,"	"Ta Kwu Ling,"	"New Territories."	""	""	
"RBC 4/92"	"Hon Wing Engineering & Materials Ltd."	"2nd Floor,"	"71 Chuen Lung Village,"	"Tsuen Wan,"	"New Territories."	""	""	
"RBC 4/93"	"Vantage Design & Co., Ltd."	"Flat A-c, 8th Floor,"	"Vulcan House,"	"21-23 Leighton Road,"	"Causeway Bay, Hong Kong."	""	""	
"RBC 4/94"	"Ming Sing Engineering Co."	"Room E, 17th Floor,"	"Cheong Hing Sing Centre,"	"21-27 Sha Tsui Road,"	"Tsuen Wan, New Territories."	""	""	
"RBC 4/95"	"China Construction International (Hong Kong) Ltd."	"Unit B, 17th Floor,"	"Kiu Yin Commercial Building,"	"361-363 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 4/96"	"Synthetic Engineering Ltd."	"Workshop B, 21st Floor,"	"Yiko Industrial Building,"	"10 Ka Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"RBC 4/97"	"Geotech Engineering Ltd."	"Room 2207, 22nd Floor,"	"Sha Tin 11 Plaza,"	"11 Wo Shing Street,"	"Fo Tan, New Territories."	""	""	
"RBC 40/77"	"Mason Contractors & Suppliers"	"Room 1001,"	"Po Sang Bank Building,"	"33 Argyle Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 40/81"	"Boewing Engineering Co., Ltd."	"Room 1501,"	"Yien Yieh Commercial Bank Building,"	"236 Des Voeux Road Central,"	"Hong Kong."	""	""	
"RBC 40/84"	"Bachy Soletanche Group"	"3rd Floor,"	"Kowloon Centre,"	"29 Ashley Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"RBC 40/85"	"Yat Hang Engineering Co."	"Flat B, 11th Floor,"	"Fook Tai Building,"	"24-26 Soy Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 40/86"	"Shining Construction Co."	"Unit 41, 6th Floor,"	"Man Fai Building,"	"Jordan Road,"	"Ferry Point, Kowloon."	""	""	
"RBC 40/87"	"International Kum Fai Construction & Engineering Co., Ltd."	"13th Floor,"	"Golden Hill Building,"	"209-211 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 40/88"	"Warm Home Construction Co., Ltd."	"Room 1505,"	"Java Commercial Centre,"	"128 Java Road,"	"North Point, Hong Kong."	""	""	
"RBC 40/89"	"Ken Way Building Contractors Co., Ltd."	"Flat F, 5th Floor,"	"Pak Lee Building,"	"6 King's Road,"	"North Point, Hong Kong."	""	""	
"RBC 40/90"	"Merryshine Ltd."	"Room 1601,"	"Kwai Hung Holdings Centre,"	"89 King's Road,"	"North Point, Hong Kong."	""	""	
"RBC 40/91"	"Best Billion Engineering Ltd."	"Units 1207-1208, 12th Floor, Block B,"	"Ming Pao Industrial Centre,"	"18 Ka Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"RBC 40/92"	"Wing Lee Engineering Co."	"Unit 10, 3rd Floor,"	"Kowloon Plaza,"	"485 Castle Peak Road,"	"Kowloon."	""	""	
"RBC 40/93"	"Wing's Construction Co., Ltd."	"Room 2001, Tower A,"	"New Trade Plaza,"	"6 On Ping Street,"	"Sha Tin, New Territories."	""	""	
"RBC 40/94"	"Wai Cheong Construction Co."	"Room 1006, 10th Floor,"	"Hang Bong Commercial Centre,"	"28 Shanghai Street,"	"Kowloon."	""	""	
"RBC 40/95"	"Ngai Moon Kee Construction Ltd."	"Flat B, 8th Floor,"	"Garden 8fl.,"	"60 King's Road,"	"North Point, Hong Kong."	""	""	
"RBC 40/96"	"Kin Tat Lee Civil Co."	"Block C, 16th Floor,"	"Pine Manor,"	"61-63 Waterloo Road,"	"Kowloon."	""	""	
"RBC 41/79"	"Wing Ko Construction & Engineering Co."	"Flat C, 2nd Floor,"	"Tung Shing Court,"	"47-55 Cheung Sha Wan Road,"	"Kowloon."	""	""	
"RBC 41/81"	"Cheung Kan Wan Construction Co."	"Ground Floor,"	"80 Jockey Club Road,"	"Sheung Shui,"	"New Territories."	""	""	
"RBC 41/82"	"Henrytec Eng. Group"	"Room 3, 7th Floor,"	"Hung Lee Court,"	"Hung Hom Bay Centre,"	"Kowloon."	""	""	
"RBC 41/83"	"Kin Shing Construction Co."	"1st Floor,"	"27 Yin Chong Street,"	"Mong Kok,"	"Kowloon."	""	""	
"RBC 41/85"	"Opulent Construction Co., Ltd."	"Rooms 1810-11, 18th Floor,"	"Pakpolee Commercial Centre,"	"1a Sai Yeung Choi Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 41/86"	"Luen Yip Construction Co., Ltd."	"Room 504,"	"Tak Shing House,"	"20 Des Voeux Road Central,"	"Hong Kong."	""	""	
"RBC 41/87"	"Woo Loi Kee Construction Co."	"Ground Floor,"	"16 Lung Tsai Village,"	"Cheung Chau,"	"Hong Kong."	""	""	
"RBC 41/88"	"Bright Building Construction  Co."	"Flat A, 6th Floor,"	"Time Centre,"	"53-55 Hollywood Road,"	"Central, Hong Kong."	""	""	
"RBC 41/91"	"Fullength Engineering Ltd."	"Flat B, 10th Floor,"	"Kien Yeh Commercial Building,"	"100-102 Ma Tau Wai Road,"	"Kowloon."	""	""	
"RBC 41/92"	"Phoon Lee Construction Ltd."	"Shop No. 35, 1st Floor,"	"81 Anchor Street,"	"Tai Kok Tsui,"	"Kowloon."	""	""	
"RBC 41/93"	"Kin Hing Engineering & Construction Works"	"Room E, 18th Floor,"	"Cheong Wah Commercial Building,"	"900-904 Canton Road,"	"Kowloon."	""	""	
"RBC 41/94"	"Friendly Building Construction Co."	"Flat C15, 6th Floor,"	"Wah Lok Industrial Centre,"	"31-35 Shan Mei Street,"	"Fo Tin, New Territories."	""	""	
"RBC 41/95"	"Lapland Ltd."	"Flat B, 15th Floor,"	"Concord Commercial Building,"	"155-157 King's Road,"	"North Point, Hong Kong."	""	""	
"RBC 41/96"	"Sing Lee Engineering Ltd."	"Room 306,"	"Chai Wan Government Factory Building,"	"Chai Wan,"	"Hong Kong."	""	""	
"RBC 42/75"	"Kimtim Construction & Decoration Co."	"9th Floor,"	"Yien Yieh Bank Building,"	"242 Des Voeux Road Central,"	"Hong Kong."	""	""	
"RBC 42/80"	"Kan's Construction & Engineering Co."	"3rd Floor,"	"Wing Ying Building,"	"185 Tung Choi Street,"	"Mong Kok, Kowloon."	""	""	
"RBC 42/81"	"Wing Mou Construction Co., Ltd."	"Room 1508, 15th Floor,"	"Citimark,"	"28 Yuen Shun Circuit,"	"Siu Lek Yuen, New Territories."	""	""	
"RBC 42/85"	"Chevalier Construction (Hong Kong) Ltd."	"22nd Floor,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"RBC 42/88"	"Maeda Corporation Hong Kong Office"	"Rooms 1601-1605,"	"New East Ocean Centre,"	"9 Science Museum Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"RBC 42/89"	"Guangdong Architects Engineers & Consultants (H.k.) Ltd."	"26th Floor,"	"Gd Real Estate Tower,"	"143 Connaught Road Central,"	"Hong Kong."	""	""	
"RBC 42/90"	"Sun Ngai Co."	"Ground Floor,"	"158 Un Chau Street,"	"Sham Shui Po,"	"Kowloon."	""	""	
"RBC 42/91"	"Skanska International Civil Engineering Aktiebolag"	"Rooms 611-613,"	"Wing On Plaza,"	"62 Mody Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"RBC 42/92"	"Artfair Construction Ltd."	"Unit 2604, 26th Floor,"	"Technology Plaza,"	"29-35 Sha Tsui Road,"	"Tsuen Wan, New Territories."	""	""	
"RBC 42/93"	"More Luck Engineering Ltd."	"Room 15, Block A, 10th Floor,"	"Vigor Industrial Building,"	"14-20 Cheung Tat Road,"	"Tsing Yi Island, New Territories."	""	""	
"RBC 42/94"	"Sure Construction Co."	"Unit 29, 10th Floor, Block B,"	"Focal Industrial Centre,"	"21 Man Lok Street,"	"Hunghom, Kowloon."	""	""	
"RBC 42/96"	"To's Universe Engineering Ltd."	"19th Floor,"	"280 Portland Street,"	"Mong Kok,"	"Kowloon."	""	""	
"RBC 42/97"	"Hong Kong Construction Co., Ltd."	"Room 1001,"	"Seaview Commercial Building,"	"21-24 Connaught Road West,"	"Hong Kong."	""	""	
"RBC 43/78"	"Gar Wing Hung Kee Construction Co., Ltd."	"Units 3-4, 5th Floor,"	"Wah Chun Industrial Centre,"	"54 Tai Chung Road,"	"Tsuen Wan, New Territories."	""	""	
"RBC 43/85"	"Kammon Plumbing & Electrical Engineering Ltd."	"25th Floor,"	"Fortei House,"	"98 Texaco Road,"	"Tsuen Wan, New Territories."	""	""	
"RBC 43/87"	"Man Yau Construction Co."	"Shop No. 5a, Ground Floor,"	"Wai Fat Building,"	"5 Fung Cheung Road,"	"Yuen Long, New Territories."	""	""	
"RBC 43/88"	"Chun Fuk Investment Co., Ltd."	"Room 1601,"	"Wing On Centre,"	"111 Connaught Road Central,"	"Hong Kong."	""	""	
"RBC 43/89"	"Wing Fai Construction Co."	"Flat C, 15th Floor,"	"10 Tai Man Street,"	"Chai Wan,"	"Hong Kong."	""	""	
"RBC 43/90"	"Chan Wing Kee Building Contractors"	"13th Floor,"	"451 Lockhart Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"RBC 43/91"	"G.t.m. International"	"Room 2603,"	"Tung Wai Commercial Building,"	"109-111 Gloucester Road,"	"Wan Chai, Hong Kong."	""	""	
"RBC 43/92"	"Adelaide Company"	"House No.28, 4th Street,"	"Section D,"	"Fairview Park,"	"Yuen Long, New Territories."	""	""	
